Number,jstooltiptrigger_URL,Image,Title_URL,Title,Author_URL,Author,minirating,greytext,smalltext,progresstrigger,wtrtoread__spancontains_class_progresstrigger,myrating
67,https://www.goodreads.com/book/show/3590.The_Adventures_of_Sherlock_Holmes,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1164045516i/3590._SY75_.jpg,https://www.goodreads.com/book/show/3590.The_Adventures_of_Sherlock_Holmes,"The Adventures of Sherlock Holmes (Sherlock Holmes, #3)",https://www.goodreads.com/author/show/2448.Arthur_Conan_Doyle,Arthur Conan Doyle," 4.30 avg rating — 249,122 ratings",and,and,Want to Read,Want to Read,Rate this book
68,https://www.goodreads.com/book/show/76620.Watership_Down,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1405136931i/76620._SY75_.jpg,https://www.goodreads.com/book/show/76620.Watership_Down,"Watership Down (Watership Down, #1)",https://www.goodreads.com/author/show/7717.Richard_Adams,Richard  Adams," 4.06 avg rating — 440,936 ratings",and,and,Want to Read,Want to Read,Rate this book
69,https://www.goodreads.com/book/show/2623.Great_Expectations,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1327920219i/2623._SY75_.jpg,https://www.goodreads.com/book/show/2623.Great_Expectations,Great Expectations,https://www.goodreads.com/author/show/239579.Charles_Dickens,Charles Dickens," 3.78 avg rating — 664,721 ratings",and,and,Want to Read,Want to Read,Rate this book
70,https://www.goodreads.com/book/show/1934.Little_Women,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1562690475i/1934._SY75_.jpg,https://www.goodreads.com/book/show/1934.Little_Women,Little Women,https://www.goodreads.com/author/show/1315.Louisa_May_Alcott,Louisa May Alcott," 4.09 avg rating — 1,715,328 ratings",and,and,Want to Read,Want to Read,Rate this book
71,https://www.goodreads.com/book/show/136251.Harry_Potter_and_the_Deathly_Hallows,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1474171184i/136251._SY75_.jpg,https://www.goodreads.com/book/show/136251.Harry_Potter_and_the_Deathly_Hallows,"Harry Potter and the Deathly Hallows (Harry Potter, #7)",https://www.goodreads.com/author/show/1077326.J_K_Rowling,J.K. Rowling," 4.62 avg rating — 2,883,151 ratings",and,and,Want to Read,Want to Read,Rate this book
72,https://www.goodreads.com/book/show/6514.The_Bell_Jar,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1554582218i/6514._SY75_.jpg,https://www.goodreads.com/book/show/6514.The_Bell_Jar,The Bell Jar,https://www.goodreads.com/author/show/4379.Sylvia_Plath,Sylvia Plath," 4.01 avg rating — 606,260 ratings",and,and,Want to Read,Want to Read,Rate this book
73,https://www.goodreads.com/book/show/15823480-anna-karenina,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1601352433i/15823480._SX50_.jpg,https://www.goodreads.com/book/show/15823480-anna-karenina,Anna Karenina,https://www.goodreads.com/author/show/128382.Leo_Tolstoy,Leo Tolstoy," 4.06 avg rating — 681,002 ratings",and,and,Want to Read,Want to Read,Rate this book
74,https://www.goodreads.com/book/show/332613.One_Flew_Over_the_Cuckoo_s_Nest,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1516211014i/332613._SX50_.jpg,https://www.goodreads.com/book/show/332613.One_Flew_Over_the_Cuckoo_s_Nest,One Flew Over the Cuckoo's Nest,https://www.goodreads.com/author/show/7285.Ken_Kesey,Ken Kesey," 4.19 avg rating — 641,288 ratings",and,and,Want to Read,Want to Read,Rate this book
75,https://www.goodreads.com/book/show/39988.Matilda,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1388793265i/39988._SY75_.jpg,https://www.goodreads.com/book/show/39988.Matilda,Matilda,https://www.goodreads.com/author/show/4273.Roald_Dahl,Roald Dahl," 4.32 avg rating — 673,948 ratings",and,and,Want to Read,Want to Read,Rate this book
76,https://www.goodreads.com/book/show/40961427-1984,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1532714506i/40961427._SX50_.jpg,https://www.goodreads.com/book/show/40961427-1984,1984,https://www.goodreads.com/author/show/3706.George_Orwell,George Orwell," 4.19 avg rating — 3,248,486 ratings",and,and,Want to Read,Want to Read,Rate this book
77,https://www.goodreads.com/book/show/10964.Outlander,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1529065012i/10964._SY75_.jpg,https://www.goodreads.com/book/show/10964.Outlander,"Outlander (Outlander, #1)",https://www.goodreads.com/author/show/3617.Diana_Gabaldon,Diana Gabaldon," 4.23 avg rating — 847,166 ratings",(Goodreads Author),and,Want to Read,Want to Read,Rate this book
78,https://www.goodreads.com/book/show/10917.My_Sister_s_Keeper,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1369504683i/10917._SY75_.jpg,https://www.goodreads.com/book/show/10917.My_Sister_s_Keeper,My Sister's Keeper,https://www.goodreads.com/author/show/7128.Jodi_Picoult,Jodi Picoult," 4.08 avg rating — 1,072,340 ratings",(Goodreads Author),and,Want to Read,Want to Read,Rate this book
79,https://www.goodreads.com/book/show/2429135.The_Girl_with_the_Dragon_Tattoo,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1327868566i/2429135._SX50_.jpg,https://www.goodreads.com/book/show/2429135.The_Girl_with_the_Dragon_Tattoo,"The Girl with the Dragon Tattoo (Millennium, #1)",https://www.goodreads.com/author/show/706255.Stieg_Larsson,Stieg Larsson," 4.14 avg rating — 2,666,360 ratings",and,and,Want to Read,Want to Read,Rate this book
80,https://www.goodreads.com/book/show/17899948-rebecca,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1386605169i/17899948._SX50_.jpg,https://www.goodreads.com/book/show/17899948-rebecca,Rebecca,https://www.goodreads.com/author/show/2001717.Daphne_du_Maurier,Daphne du Maurier," 4.23 avg rating — 470,872 ratings",and,and,Want to Read,Want to Read,Rate this book
81,https://www.goodreads.com/book/show/52892857-the-color-purple,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1572261616l/52892857._SX50_SY75_.jpg,https://www.goodreads.com/book/show/52892857-the-color-purple,The Color Purple,https://www.goodreads.com/author/show/7380.Alice_Walker,Alice Walker," 4.23 avg rating — 532,886 ratings",and,and,Want to Read,Want to Read,Rate this book
82,https://www.goodreads.com/book/show/14891.A_Tree_Grows_in_Brooklyn,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1327883484i/14891._SY75_.jpg,https://www.goodreads.com/book/show/14891.A_Tree_Grows_in_Brooklyn,A Tree Grows in Brooklyn,https://www.goodreads.com/author/show/2327917.Betty_Smith,Betty  Smith," 4.27 avg rating — 394,293 ratings",and,and,Want to Read,Want to Read,Rate this book
83,https://www.goodreads.com/book/show/41817486-a-clockwork-orange,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1549260060i/41817486._SX50_.jpg,https://www.goodreads.com/book/show/41817486-a-clockwork-orange,A Clockwork Orange,https://www.goodreads.com/author/show/5735.Anthony_Burgess,Anthony Burgess," 3.99 avg rating — 612,712 ratings",and,and,Want to Read,Want to Read,Rate this book
84,https://www.goodreads.com/book/show/4934.The_Brothers_Karamazov,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1427728126i/4934._SX50_.jpg,https://www.goodreads.com/book/show/4934.The_Brothers_Karamazov,The Brothers Karamazov,https://www.goodreads.com/author/show/3137322.Fyodor_Dostoyevsky,Fyodor Dostoyevsky," 4.32 avg rating — 249,603 ratings",and,and,Want to Read,Want to Read,Rate this book
85,https://www.goodreads.com/book/show/6288.The_Road,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1600241424i/6288._SY75_.jpg,https://www.goodreads.com/book/show/6288.The_Road,The Road,https://www.goodreads.com/author/show/4178.Cormac_McCarthy,Cormac McCarthy," 3.97 avg rating — 731,563 ratings",and,and,Want to Read,Want to Read,Rate this book
86,https://www.goodreads.com/book/show/252577.Angela_s_Ashes,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1348317139i/252577._SY75_.jpg,https://www.goodreads.com/book/show/252577.Angela_s_Ashes,"Angela's Ashes (Frank McCourt, #1)",https://www.goodreads.com/author/show/3347.Frank_McCourt,Frank McCourt," 4.12 avg rating — 549,896 ratings",and,and,Want to Read,Want to Read,Rate this book
87,https://www.goodreads.com/book/show/345627.Vampire_Academy,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1361098973i/345627._SY75_.jpg,https://www.goodreads.com/book/show/345627.Vampire_Academy,"Vampire Academy (Vampire Academy, #1)",https://www.goodreads.com/author/show/137902.Richelle_Mead,Richelle Mead," 4.11 avg rating — 562,120 ratings",(Goodreads Author),and,Want to Read,Want to Read,Rate this book
88,https://www.goodreads.com/book/show/52036.Siddhartha,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1428715580i/52036._SY75_.jpg,https://www.goodreads.com/book/show/52036.Siddhartha,Siddhartha,https://www.goodreads.com/author/show/1113469.Hermann_Hesse,Hermann Hesse," 4.03 avg rating — 597,974 ratings",and,and,Want to Read,Want to Read,Rate this book
89,https://www.goodreads.com/book/show/7244.The_Poisonwood_Bible,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1412242487i/7244._SY75_.jpg,https://www.goodreads.com/book/show/7244.The_Poisonwood_Bible,The Poisonwood Bible,https://www.goodreads.com/author/show/3541.Barbara_Kingsolver,Barbara Kingsolver," 4.07 avg rating — 665,778 ratings",and,and,Want to Read,Want to Read,Rate this book
90,https://www.goodreads.com/book/show/5.Harry_Potter_and_the_Prisoner_of_Azkaban,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1499277281i/5._SY75_.jpg,https://www.goodreads.com/book/show/5.Harry_Potter_and_the_Prisoner_of_Azkaban,"Harry Potter and the Prisoner of Azkaban (Harry Potter, #3)",https://www.goodreads.com/author/show/1077326.J_K_Rowling,J.K. Rowling," 4.57 avg rating — 2,902,098 ratings",and,and,Want to Read,Want to Read,Rate this book
91,https://www.goodreads.com/book/show/119322.The_Golden_Compass,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1505766203i/119322._SX50_.jpg,https://www.goodreads.com/book/show/119322.The_Golden_Compass,"The Golden Compass (His Dark Materials, #1)",https://www.goodreads.com/author/show/3618.Philip_Pullman,Philip Pullman," 3.99 avg rating — 1,312,491 ratings",and,and,Want to Read,Want to Read,Rate this book
92,https://www.goodreads.com/book/show/3836.Don_Quixote,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1546112331i/3836._SX50_.jpg,https://www.goodreads.com/book/show/3836.Don_Quixote,Don Quixote,https://www.goodreads.com/author/show/4037220.Miguel_de_Cervantes_Saavedra,Miguel de Cervantes Saavedra," 3.88 avg rating — 215,447 ratings",and,and,Want to Read,Want to Read,Rate this book
93,https://www.goodreads.com/book/show/3263607-the-fellowship-of-the-ring,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1486871542i/3263607._SY75_.jpg,https://www.goodreads.com/book/show/3263607-the-fellowship-of-the-ring,"The Fellowship of the Ring (The Lord of the Rings, #1)",https://www.goodreads.com/author/show/656983.J_R_R_Tolkien,J.R.R. Tolkien," 4.36 avg rating — 2,399,832 ratings",and,and,Want to Read,Want to Read,Rate this book
94,https://www.goodreads.com/book/show/662.Atlas_Shrugged,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1405868167i/662._SY75_.jpg,https://www.goodreads.com/book/show/662.Atlas_Shrugged,Atlas Shrugged,https://www.goodreads.com/author/show/432.Ayn_Rand,Ayn Rand," 3.69 avg rating — 357,983 ratings",and,and,Want to Read,Want to Read,Rate this book
95,https://www.goodreads.com/book/show/2165.The_Old_Man_and_the_Sea,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1329189714i/2165._SY75_.jpg,https://www.goodreads.com/book/show/2165.The_Old_Man_and_the_Sea,The Old Man and the Sea,https://www.goodreads.com/author/show/1455.Ernest_Hemingway,Ernest Hemingway," 3.79 avg rating — 855,062 ratings",and,and,Want to Read,Want to Read,Rate this book
96,https://www.goodreads.com/book/show/33648131-the-notebook,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1483183484i/33648131._SY75_.jpg,https://www.goodreads.com/book/show/33648131-the-notebook,"The Notebook (The Notebook, #1)",https://www.goodreads.com/author/show/2345.Nicholas_Sparks,Nicholas Sparks," 4.11 avg rating — 1,359,799 ratings",(Goodreads Author),and,Want to Read,Want to Read,Rate this book
97,https://www.goodreads.com/book/show/23919.The_Complete_Stories_and_Poems,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1327942676i/23919._SY75_.jpg,https://www.goodreads.com/book/show/23919.The_Complete_Stories_and_Poems,The Complete Stories and Poems,https://www.goodreads.com/author/show/4624490.Edgar_Allan_Poe,Edgar Allan Poe," 4.37 avg rating — 225,412 ratings",and,and,Want to Read,Want to Read,Rate this book
98,https://www.goodreads.com/book/show/99107.Winnie_the_Pooh,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1298440130i/99107._SY75_.jpg,https://www.goodreads.com/book/show/99107.Winnie_the_Pooh,"Winnie-the-Pooh (Winnie-the-Pooh, #1)",https://www.goodreads.com/author/show/81466.A_A_Milne,A.A. Milne," 4.33 avg rating — 278,415 ratings",and,and,Want to Read,Want to Read,Rate this book
99,https://www.goodreads.com/book/show/43763.Interview_with_the_Vampire,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1380631642i/43763._SY75_.jpg,https://www.goodreads.com/book/show/43763.Interview_with_the_Vampire,"Interview with the Vampire (The Vampire Chronicles, #1)",https://www.goodreads.com/author/show/7577.Anne_Rice,Anne Rice,"really liked it
 4.00 avg rating — 494,182 ratings",and,and,Want to Read,Want to Read,Rate this book
100,https://www.goodreads.com/book/show/4473.A_Prayer_for_Owen_Meany,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1260470010i/4473._SY75_.jpg,https://www.goodreads.com/book/show/4473.A_Prayer_for_Owen_Meany,A Prayer for Owen Meany,https://www.goodreads.com/author/show/3075.John_Irving,John Irving," 4.23 avg rating — 288,637 ratings",(Goodreads Author),and,Want to Read,Want to Read,Rate this book
101,https://www.goodreads.com/book/show/153747.Moby_Dick_or_the_Whale,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1327940656i/153747._SY75_.jpg,https://www.goodreads.com/book/show/153747.Moby_Dick_or_the_Whale,"Moby-Dick or, the Whale",https://www.goodreads.com/author/show/1624.Herman_Melville,Herman Melville," 3.51 avg rating — 485,443 ratings",and,and,Want to Read,Want to Read,Rate this book
102,https://www.goodreads.com/book/show/6.Harry_Potter_and_the_Goblet_of_Fire,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1554006152i/6._SX50_.jpg,https://www.goodreads.com/book/show/6.Harry_Potter_and_the_Goblet_of_Fire,"Harry Potter and the Goblet of Fire (Harry Potter, #4)",https://www.goodreads.com/author/show/1077326.J_K_Rowling,J.K. Rowling," 4.56 avg rating — 2,671,507 ratings",and,and,Want to Read,Want to Read,Rate this book
103,https://www.goodreads.com/book/show/4989.The_Red_Tent,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1405739117i/4989._SY75_.jpg,https://www.goodreads.com/book/show/4989.The_Red_Tent,The Red Tent,https://www.goodreads.com/author/show/626222.Anita_Diamant,Anita Diamant," 4.18 avg rating — 527,580 ratings",(Goodreads Author),and,Want to Read,Want to Read,Rate this book
104,https://www.goodreads.com/book/show/37435.The_Secret_Life_of_Bees,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1473454532i/37435._SY75_.jpg,https://www.goodreads.com/book/show/37435.The_Secret_Life_of_Bees,The Secret Life of Bees,https://www.goodreads.com/author/show/4711.Sue_Monk_Kidd,Sue Monk Kidd," 4.06 avg rating — 1,133,668 ratings",(Goodreads Author),and,Want to Read,Want to Read,Rate this book
105,https://www.goodreads.com/book/show/7171637-clockwork-angel,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1454962884i/7171637._SY75_.jpg,https://www.goodreads.com/book/show/7171637-clockwork-angel,"Clockwork Angel (The Infernal Devices, #1)",https://www.goodreads.com/author/show/150038.Cassandra_Clare,Cassandra Clare," 4.31 avg rating — 688,102 ratings",(Goodreads Author),and,Want to Read,Want to Read,Rate this book
106,https://www.goodreads.com/book/show/1.Harry_Potter_and_the_Half_Blood_Prince,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1587697303i/1._SX50_.jpg,https://www.goodreads.com/book/show/1.Harry_Potter_and_the_Half_Blood_Prince,"Harry Potter and the Half-Blood Prince (Harry Potter, #6)",https://www.goodreads.com/author/show/1077326.J_K_Rowling,J.K. Rowling," 4.57 avg rating — 2,506,116 ratings",and,and,Want to Read,Want to Read,Rate this book
107,https://www.goodreads.com/book/show/16299.And_Then_There_Were_None,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1391120695i/16299._SY75_.jpg,https://www.goodreads.com/book/show/16299.And_Then_There_Were_None,And Then There Were None,https://www.goodreads.com/author/show/123715.Agatha_Christie,Agatha Christie," 4.26 avg rating — 861,071 ratings",and,and,Want to Read,Want to Read,Rate this book
